text,label,prediction
yeah try bitch and i will shove an ar up your snow nigger ass.,Toxic,Toxic
well cuz da jews suck dose babydicks.,Toxic,Toxic
tryin to be white had her nigger hair straightened if i were black these wanna bes would be the last i would trust.,Toxic,Toxic
user user there is no even one refugee just illegal immigrants criminals that are enemy of greece and the greek people out of greece know bastards.,Toxic,Toxic
tell that cuban communist ugly bull dyke cunt to fuck off.,Toxic,Toxic
user nigga what jan.,Toxic,Toxic
tranny do you all remember the story of deandre harris it gripped the nation in august today he sat through two hours of a grueling soul crushing cross examination i know i have been cross examined by the same man deandre harris is a nigger terrorist who deserves to die of sickle cell.,Toxic,Toxic
pop these niggers like a nigger nigger you are a nigger nigger.,Toxic,Toxic
user you will be killed one day by our muslims inshaallah.,Toxic,Toxic
the weirdest moment in house of number corpses is when the old rob zombie ass redneck grandpa name drops jimmy olsen aka the superman character no one cares about.,Toxic,Toxic
agreed i am so tired of politicians acting like we cant ban it fuck them when they stop bombing our buildings killing our soilders raping our women begging us number save them from each other then we can talk.,Toxic,Toxic
im not going to join that gay ass jew hate club ya fag now go find a kackrat and stroke it all better.,Toxic,Toxic
dykes are tougher than lightskin niggas.,Toxic,Toxic
lh wtf i am weak this girl retarded lmfao.,Toxic,Toxic
voila only way you can save your country from being sucked dry as netanyahu said otherwise they will bring it down from within its all strategy really they bring down big countries by trojan horse thats why they sending all refugees to germany too its all a scam.,Toxic,Toxic
dood dat nigga litterally got a kike on tv to say shuddit down nigga dat top kek.,Toxic,Toxic
i tolled this nigger to tears.,Toxic,Toxic
tfw you are actually retarded enough to believe the q larp or that anyone of any significance in government will actually be prosecuted by president zion sleepy jeff or their gop friends across the aisle.,Toxic,Toxic
no he does not he fucking hates trump the kike is gaslighting you.,Toxic,Toxic
the sad part is all that you say is true the jews bring those subhuman shitskinned scums to inocculate our females at every ages who have been brainwashed to hate their own kinds interracial porn jewllywood music sport inc adds every supports are used by them to corrupt our females.,Toxic,Toxic
fl wilson shamed the nigger soldier who was killed in niger.,Toxic,Toxic
what about the art iconoclastic sand niggers worry more than the euro fags safety rn if even one bernini or tiepolo is defaced i will start dragging non whites out of their homes that fucking day.,Toxic,Toxic
noir is so good you gays.,Toxic,Toxic
i bet your queers have a hard time typing the word pussy that is why you shit logs smell like ass and astro glide.,Toxic,Toxic
if they tried to get into yoir house you wouldkill them its your right to defend ok let em in let your wife get raped yes that is showing love boot out ngos and pro rapeefugee people and why is soros not dead.,Toxic,Toxic
i remember i called this guy a towel head for saying sandngger censored and he got my acct suspended.,Toxic,Toxic
get the honky cat.,Toxic,Toxic
don t worry bout that bitch fuckin yo dawg u gotta let me choose i m wit da winning crew don t help no losers ima let em lose.,Toxic,Toxic
an observation the most anti gay men i know tend to be good with women either because they are players or they know how to keep their wives under their thumbs the most pro homo men i have known are either incels or stuck in relationships with bitchy ugly women who dominate them.,Toxic,Toxic
new french president spokesman is an ethnomasochist and a nigger lover.,Toxic,Toxic
aye bro do not you cuff that hoe cuz i done had that too.,Toxic,Toxic
i don t degrade or call women out their name in real life i just call my queens my bitches cuz that how i was brought up lol.,Toxic,Toxic
i discovered number quarters of whats fucked up about youtube muslimes muslimes everywhere.,Toxic,Toxic
the animosity shitskins like this express towards whites is undying but they are like flies celebrating feces without whites western civilization collapses and they revert to ways seen in their homelands broke headless bereft of the things they love in white nations.,Toxic,Toxic
you too old for him hoe lets relax.,Toxic,Toxic
philippines is over percent moslem and marilou danley has a southern mindanao face they will not release her maiden name someone needs to search flip media for it because they will find it before western kike media.,Toxic,Toxic
all queers are murderers as well as vile filthy sinners.,Toxic,Toxic
user welcome to femi nazi you are like yes to equal right but no to equal responsibility irony.,Toxic,Toxic
user only one misusing scholars words and glorifying slavery here that islam tried to abolish in every way is you tfou  leik.,Toxic,Toxic
demented thot witch mistakes shit flinging negresses for almighty god crawls back into slime hole.,Toxic,Toxic
nothing regarding any nigger at school or in the work sector is based on merit you fuckers get special treatment all standards are lowered for you what are you writing your thesis on the colonel number special herbs and spices.,Toxic,Toxic
yes shiksa the democrats how about a sermon about how they are the real raycis and the chosenites are muh greatest ally or magic dirt makes niggers people.,Toxic,Toxic
fuck yeah kill that white devil the terror infamy.,Toxic,Toxic
ugly women posting selfies is harassment.,Toxic,Toxic
of course this is the most efficient way to solve the too many east south asians problem.,Toxic,Toxic
user user chinaman satanist lee hsien loong criminals keep having audible chatter in number number wellington circle singapore ho ching is having suicidal tendencies.,Toxic,Toxic
i believe we shuld have a national mudshark holiday too ain t rite niggers git a hole month in feb an nuttin for there mudsharks were da justice at.,Toxic,Toxic
do we really want to adapt to shit skin moslem terrorists who are mildly retarded by canadian standards.,Toxic,Toxic
where can one get this image in full resolution its the perfect emoji to use when a leftist retard says something ludicrous all the time that you can not get enough of go on amuse me more user.,Toxic,Toxic
as far as the pewdiepie thing goes there nothing inherently pejorative about the word nigger nigger is derived from the latin niger for black all nigger literally means is black nigger niger black no shitlib has ever coherently articulated why saying black is okay but nigger is not.,Toxic,Toxic
can not have too many white people in an ad for a historically and rightfully white country that would not be pc know what is pc minimizing the chain smoking asians that keep the cigarette industry afloat.,Toxic,Toxic
it seems that jeff flake cares more about low skilled immigrants than he does about low skilled american citizens who elected him as their senator republican voters in arizona should not repeat their mistake again.,Toxic,Toxic
i wasn t born yesterday kike when i infiltrated the nuis on kikebook in number they had dozens of its not the jews its the zionists fake palestinian groups to fool the goyim get gassed kike.,Toxic,Toxic
user y all really fucking retarded to even say this shit.,Toxic,Toxic
ion hang wit bitches who niggas are insecure.,Toxic,Toxic
mf said that a was the best sex of his life bitch i know.,Toxic,Toxic
project go to normie conservative websites call regular users racist neo nazi white supremacist bigots keep doing it till every cuckservative becomes immune to the antiwhite compendium of insults.,Toxic,Toxic
islam caliphate isis muslim al qaeda sharia law jihad all the same family most moslem believe isis sharia law are in compliance with islam do not believe what they tell you believe what you see.,Toxic,Toxic
it definitely shows at berkeley and the other campus violence events they can not even speak correctly or get their thoughts out without someone holding their hand bunch of children in adult bodies wasting space and time and not using their souls correctly.,Toxic,Toxic
mormons came one gay nigger away from having the presidency prairie jews must be stopped.,Toxic,Toxic
so do alt lite jew and nigger loving faggots.,Toxic,Toxic
photos from hamas kindergarten graduation hate and incitement against jews arabterror gabfam terror the first victims of palestinian violence are palestinian children.,Toxic,Toxic
unfortunately thousands of women look like this they have overdosed on vitamin kike you should let them know about their condition the next time they stop in.,Toxic,Toxic
oh my god some of the fucking freshmen of my school are fucking retarded smh.,Toxic,Toxic
user gemini as a whole here a msg i hate you.,Toxic,Toxic
breaking news this morning the russian militsiya have caught a raging homosexual wearing gay fashion in public russia treats homosexuals as single biggest internal threat to russia muslims have totally chickened out on russia because of this classified little incident that happened let just call it a big mistake.,Toxic,Toxic
muh based peanut butter dat da oneliest invention whites ain t steal from da black man actually blax ain t invent no peanut butter but it possible their number invention was slavery de jews invented da turrible turrible legacy of slabery.,Toxic,Toxic
interesting observation it might be because we rightists realize things objects have no will and thus cannot be good or evil untainted by p c pablum we also allow ourselves to notice patterns of human behavior thus we can conclude e g that muslim immigrants are a net negative to society.,Toxic,Toxic
gab needs an incognito alias mode so you can post using your native ghetto slang without offending your devout followers.,Toxic,Toxic
reverse it west yorkshire police are so good at their job no child raped by paki muslims on their watch asif.,Toxic,Toxic
you looked like an old road whore hag back then i can only imagine how well you have aged on your cocaine and coon cum diet get some troll game cunt.,Toxic,Toxic
this is where corrupt gay boy obama was raised and goes back to on vacations.,Toxic,Toxic
you mean a typical subversive perfidous christ killer kike.,Toxic,Toxic
my sister is having an all lesbian moneynigger taternigger fight watching party is boxing a thing among girlfags or something.,Toxic,Toxic
even on vacation a dune coon always keeps his whip hand strong.,Toxic,Toxic
happy birthday you fat dyke sharonda white.,Toxic,Toxic
breitbart com video number number number bengals cb adam pacman jones to cops during arrest i hope you die tomorrow many try to ignore it but user full of ghetto thugs stop supporting them you just make them rich ghetto thugs.,Toxic,Toxic
happy early birthday there going to be alot of antifa pussies who are going to be very surprised what real violence looks like it will be coming from men who have practiced the art of violence for many years it should cure any further outbreaks from the tards.,Toxic,Toxic
and let us not forget harry polluting the royal blood line with the nigger.,Toxic,Toxic
you repost that faggot jew milo and moly jew again i might just stab you on twitter myself.,Toxic,Toxic
if you dont feel comfortable giving them head don t have sex with them thats ghetto.,Toxic,Toxic
a bitch will talk shit in someone dm about me but never directly in my dm okay bitch u say u grown u ain t.,Toxic,Toxic
they will get raped anyway at this point nothing matters but to ensure that they do not get abducted or raped into pregnancy by the other tribes think of them as machines that produce babies and literally listen to whoever is in power.,Toxic,Toxic
canada on track several years later to resettle a mere number people that are actual refugee material after tens of thousands of moslem migrants were brought in.,Toxic,Toxic
fuck me i have fallen for yet another kike merry go round of circular non arguments about the holohoax a death accountant you are right you are not you are a dumb cunt now fuck off off my timeline with your horse shit.,Toxic,Toxic
stupid fag none of them are children and you know this you are just a cuck who likes seeing his women raped.,Toxic,Toxic
user my beautiful richmond i weep for you once the jewel of dixie ruined by globohomo and urban youths can not wait till they take down all the confederate statues along monument avenue and replace them with memorials to trayvon on a horse cause he dindu nuffin.,Toxic,Toxic
torba and utsav hand pick the topics to make eye candy for the con coin crypto group to look at one way or another those two faggots will get what coming to them for being liar pieces of shit.,Toxic,Toxic
user labor thinks that we care more about illegal immigrants on manus and nauru than we do this labor are in for a big shock.,Toxic,Toxic
exactly i chuckle when women say she made it on her own no she did not she was the first lady and became a senator just becasue she was married to bill and she was a senator of my state for number years becasue my state is fucking retarded.,Toxic,Toxic
give up and kill yourself already satan needs another dumbass.,Toxic,Toxic
user user user user user user amazing to see i love it because in my neck of the redneck world the people are oddly sheltered in number.,Toxic,Toxic
if the uk germany europe can not say it i will fuck islam fuck muzzies fuck merkel fuck khan they are all fucking douchebags scums of the earth time for another underground resistance french revolution and public guillotine executions for all leaders that refuse to deport all the fucking muzzies in their country.,Toxic,Toxic
yeah but he held off calling him a nigger.,Toxic,Toxic
even a down syndrome kike knows the torah was written during captivity in babylon compare the myths.,Toxic,Toxic
mandela gave them freedom now it white genocide in south africa you can not take the hood out of the nigger proof.,Toxic,Toxic
i go to public beaches and see beautiful young women it tiny swimsuits and yet somehow i have managed to never rape anyone that the difference between americans and islamists apparently.,Toxic,Toxic
when we go to war with russia i do hope they wont shoot any of our moslem soldiers while their having their prayer breaks probably best not to start the war during ramadan either innit.,Toxic,Toxic
mark zuckerberg aka mark cuckerborg is an emotionally retarded cyborg lizard alien who walks oddly talks oddly smiles oddly and is a catastrophic virus on humanity thank you for your time.,Toxic,Toxic
another demonstration of what a useless joke the uk police are especially retarded to send two unarmed women to apprehend a rapist guaranteed fail bad enough for unarmed pansy men but women how very progressive and equality.,Toxic,Toxic
really apart from tunnelling what have the arabs provided the world with.,Toxic,Toxic
fuck off you nigger loving whore your mom need a slap upside the head for boring such a chicken shit pansy.,Toxic,Toxic
this is why israel rothschild hungary soros must open their borders diversity will be their strength refugees and non white in white homelands are worth more then gold to israel ask any kike.,Toxic,Toxic
big braineded nibbas have culture of critique i have meatballs all the jew tropes you ever need ultimate kike shit on display number iq rekt.,Toxic,Toxic
hey england time to ban bridges white vans and vigils the percent of you that are sick of loser muzzies need to sack up and take matters into your own hands ban islam ban muslims.,Toxic,Toxic
multiple kinds of strengths modesty is one i lack you sorta have to though when i get called an ugly world destroying kike whore commenting that they have a valid point is probably unproductive.,Toxic,Toxic
get a load of this faggot crying about some sjw cunt being trolled by wildgoose and pulling the collective guilt bullshit you sound like laura loomer still shedding tears over heather heyer bloated carcass.,Toxic,Toxic
i think it worse than that it is almost like the campaign to legalise homosexuality in the early number they are wanting to make it normal it only took the queers until about number.,Toxic,Toxic
or the construction company hired some raghead sleeper cell asshole.,Toxic,Toxic
the japanese are not retarded like white people seriously just try to have an honest conversation with a white person about jews globalism or the negative effects of illegal immigration.,Toxic,Toxic
user the jews adl are the real anti semites that gave me a belly laugh.,Toxic,Toxic
user lets see what they will do to the smelly kike who composed that tweet and whose name is visible in the photo the world awaits his lynching with relish.,Toxic,Toxic
user user if i am a faggot why would i be white knighting for a girl you need to fire your continuity department.,Toxic,Toxic
only positive is this version of cuckoldry manages to decrease this pathetic loser odds of being just another black on white murder statistic.,Toxic,Toxic
do not feel bad the muzzies have a party every time a westerner is blown up cheers number.,Toxic,Toxic
twitter didnt like ne say we neved had knifings etc before the muslim infestation been locked out for number hours.,Toxic,Toxic
one nigger baby at a time.,Toxic,Toxic
i heard you elle and luke share the same fantasy of being gang raped by men holding tiki torches is this true.,Toxic,Toxic
you guys in germany and us men here in america too we are gonna have to man up and be crusaders this musloid bullshit is totally unacceptable.,Toxic,Toxic
rap has been died for a very long time truthfully must money is generated thru ads because all they have is generic ass ghetto kids that steal.,Toxic,Toxic
net is in a fight with american jews he not into the immigrant agenda so they are trying to get rid of him.,Toxic,Toxic
diac detention center is correspond to the same place equally in the transgender and heterosexuals also gay diac.,Toxic,Toxic
go be a nigger somewhere else.,Toxic,Toxic
i wanna go back to miami and be niggerish.,Toxic,Toxic
seems ellison was not the first mudslime in congress amash was and is ellison cohert to destroy america.,Toxic,Toxic
beta males and their feminist masters yammer on about the morality of sex being nice and how women are the real victims while mexican alpha breed them out of existence virtue signaling will not propagate your genes only subjugating women and putting buns in the oven early and often.,Toxic,Toxic
firstly i am not a yank secondly is not not ain t and thirdly he is moslem so shove it fool and do not talk cack keak.,Toxic,Toxic
hey nigger stop with same post over and over.,Toxic,Toxic
whores they dont understand morals respect etc yea we can popularise white nationalism etc alot of ppl especially most women are too degenerate to understand the concept you need a no bullshit message to deal with degenerates hence whitesharia.,Toxic,Toxic
user user you re a birther and an illegal move back to your shithole country.,Toxic,Toxic
let the snow flakes cry bitch and scream it judgement day and time normalize islamaphobia as a healthy condition piss on political correctness and then deport every single last sand nigger savage.,Toxic,Toxic
when you are a kike and these gentlemen kick down your door.,Toxic,Toxic
i m so sick of all white parties.,Toxic,Toxic
she a criminal piece of shit this bitch should hang when her fat ass falls it will pop her head off like saddam hussein.,Toxic,Toxic
still chuckling over this one the last generation of kennedys made the sexual harassment an art form draintheswamp.,Toxic,Toxic
mike feed the queers to the steers pence lol ok i am all out.,Toxic,Toxic
what else would you expect from a retarded feminazi swamp donkey.,Toxic,Toxic
ancient made up european gods and ancient made up kike gods are the exact same thing if you are not worshiping actual god you are worshipping someone else that someone else is satan does not matter if you call him moloch odin or your ancestor spirit different names same being.,Toxic,Toxic
the cops will investigate this bacon attack but do not have the resources to investigate young girls being raped by fucking mudslimes time for a revolution time to hang the traitors in the public square.,Toxic,Toxic
why dykes always out here lookin for love you all some emo ass niggas.,Toxic,Toxic
paula deen said nigger number years ago and is still catching heat for that honestly what bill said is not offensive to me heard the word my whole life but the double standard is ridiculous.,Toxic,Toxic
forever lean stripper pole bitch this nigger purple sprite.,Toxic,Toxic
nigger jokes are more played out than groyper avis keep using it it has no effect meanwhile all you do is whine and bitch way to save the west bitching on gab my dude.,Toxic,Toxic
looks like twitter keeping my shit fuck jack retweet to help a nigga out.,Toxic,Toxic
user until your child gets murdered by an illegal immigrant buildthewall.,Toxic,Toxic
looks like trump is picking his number to plug the dyke and maga.,Toxic,Toxic
notice how jews constantly use the knavery they pulled on mankind during ww calling all capitalists nazis as a cover up so that nobody can call them communists in return but thats what all jews are communist trash.,Toxic,Toxic
user i do not understand what bad about saying that kids with towels around their heads like turbans look like people who wear turbans is it just bad cause racist assholes use the word towelhead to talk about people wearing turbans.,Toxic,Toxic
the only way you lose the white card is if you become muslim or buddhist or some shit like that.,Toxic,Toxic
you are uneducated white trash the un is a failure and i am not a supporter of most transnational organizations this whole exchange has been about they fucktardery of that gay image macro.,Toxic,Toxic
i post exactly how i talk in real life country and ghetto.,Toxic,Toxic
do it faggot.,Toxic,Toxic
obozo troll hiding under that tree the moslem is the prize kill.,Toxic,Toxic
look on youtube the nigger chicago gangs with weapons number round mags saying fuck trump lmfao you dumb ass punks show there faces lmfao.,Toxic,Toxic
user more white trailer trash trump supporters.,Toxic,Toxic
user who gives a shit what the illegal mexican immigrants or libtard deluxe anderson thinks says or feels.,Toxic,Toxic
user just rent an illegal alien to translate.,Toxic,Toxic
there are quite a few details that lead me to believe this was a queer on queer murder so it dont matter sure doesnt deserve a gab sidebar.,Toxic,Toxic
another fucking dumb nigger with an iq of number.,Toxic,Toxic
omg look how cute kim kartrashian new niglet is its name is baby chi that nigger for chicago isnt it just totes adorbs.,Toxic,Toxic
need to fix the language recognizer this came up with translate from de not sure if it should have recognized it as redneck or ghetto.,Toxic,Toxic
they probably have some muzzie doing that.,Toxic,Toxic
the only reason you know of muslim corruption and vitriol is because the altright exposed all this shit before number most people thought not all muslims now niggas got trump targeting and calling out islamic terrorism and has proposed stopping muslim immigration you know nothing.,Toxic,Toxic
bitch we took number hours to clear a  km jam ratchet.,Toxic,Toxic
i hate faggot ass niggas.,Toxic,Toxic
the pentagon is like a street nigger constantly bumming cigarettes spare change.,Toxic,Toxic
fools all the muslims participating in the iranprotests are doing it because jews have already offered them visas a brand new car foodstamps and an apartment in the usa.,Toxic,Toxic
user user some retard already made a like farming meme about him.,Toxic,Toxic
dykes really be plottin on hoes for years they will sit there and be friends with a chick for years just waiting for them to slip up.,Toxic,Toxic
until you are arrested by one group of vile creatures british police and thrown in prison where you are then raped by the other group of vile creatures.,Toxic,Toxic
liberals are retarded conservatives are retarded libertarians are retarded pretty much everyone is retarded but me.,Toxic,Toxic
a one man army of user then stop larping you are a faggot who talks shit about one of our guys who is getting locked up for number years as a political prisoner.,Toxic,Toxic
what a nigger.,Toxic,Toxic
khazars were terrible people who installed an oligarchy over ukraine whether or not you accept the khazars theory jews today fucking hate jesus and white christianity so either way these kikes are scum of the earth.,Toxic,Toxic
fuck you braden you dumb houston white trash fuck.,Toxic,Toxic
imagine being so retarded you think calling nationalsocialism leftist is an argument while ignoring the literal jewish communist foundations your ideology is based on.,Toxic,Toxic
supra is a fucking faggot.,Toxic,Toxic
the faggots really took over the marina concert tonight.,Toxic,Toxic
look at this faggot ricky vaughn aka douglass mackey he some ex gov employee beta cuck he got that i just gave someone important a blow job smile.,Toxic,Toxic
user user at all shit is trash niggas retarded.,Toxic,Toxic
user user these young homos need to be taught i s g.,Toxic,Toxic
so she just a future welfare nigger breeder.,Toxic,Toxic
you are the epitome of stupidity you could not beat the kike vermin alone last time so this time your goal is wait for it to fight the kike vermin alone again and lose again you have the strategic sense hitler did moron.,Toxic,Toxic
user i hate you.,Toxic,Toxic
i have had way too much experience with diversity hires most have made number to number times what i do have had comical english served no purpose other than to take a job from an american i am talking chinese women here not blacks.,Toxic,Toxic
i called user a dumb nigger every day for a month.,Toxic,Toxic
user yeah he gay not ugly gay and hot as fuck idc.,Toxic,Toxic
he funny as shit i do not know of anyone else who captures the experience of being a modern loser and pervert so well his article on how a gay guy stole his underwear at the gym is hilarious.,Toxic,Toxic
do the nigger fears his armenian nigger loving whore.,Toxic,Toxic
user i can not decide if you are retarded or a troll.,Toxic,Toxic
most all of these so called refugees are young men of fighting age going out to invade the whole world and kill all who will not convert to islam.,Toxic,Toxic
harry why not marry a mop with a fleshlight is going o be a lot cheaper than the divorce and the death is megan going to go off and fcuck a few muslimes.,Toxic,Toxic
jews are surrounding the americans with the muslim refugees created by the wars instigated by israel with its hatenews about everyone that isnt a jew.,Toxic,Toxic
if these faggots do not learn how to drive i will be committing murder.,Toxic,Toxic
germans love high taxes nigger hordes now that the german elections are finished merkel now comes with the tax hikes this shows the contempt for the people assume that they are just stupid so do nothing before and election then raise the taxes after according to a report.,Toxic,Toxic
i almost went on holiday to amsterdam this year but with the muzzie invasion just did not feel safe doing it now i am grounded and only drive wyoming here i come this spring summer.,Toxic,Toxic
i am exhausted by queers and coloreds saying shit like yes queen and i am ded wtf do these things mean.,Toxic,Toxic
lol shoo shoo you belong with the sand niggers.,Toxic,Toxic
will there be an option to submit our own jared i have got a freaking library of kike professors teachers etc etc.,Toxic,Toxic
user the illiterates immigrants and fkn mongs must not forget what they are.,Toxic,Toxic
hoes gon be hoes so i could not blame.,Toxic,Toxic
sharia is happening one way or another you dune coons are not as fun about it tho.,Toxic,Toxic
sad story to be sure on a side note some guys should not ever wear tank tops how does any take that spaghetti armed guy serious dress like a white man that nigger shit unless you are in the gym.,Toxic,Toxic
number of today problems are due to ppl not wanting to fight like gay marriage where ppl just go oh ha ha that ok it not a big deal and then a few years later you are dealing with transsexuals and pedophiles because you were a pussy back then congratulations pussy.,Toxic,Toxic
please revive i can not guarantee your guy watch out here doing space shit whilst i am making twitter bots who nut niggers.,Toxic,Toxic
notice how unattractive and thick most women are in politics it a man job it dirty it requires loose morals and it corrupt as hell a woman by definition is alien to such an environment so the worst of them go into it.,Toxic,Toxic
i seriously doubt any white man would willingly lie with a sheboon let alone rape one hell black men do not even want them mawa.,Toxic,Toxic
user user jews and the stupid holocaust myth.,Toxic,Toxic
we have had a muzzie problem since that psychotic pedo mohammed started his death cult.,Toxic,Toxic
you are either a muslim or a retarded liberal eurocuck that standing back and letting them conqer your lands and rape your women and livestock go make yourself useful.,Toxic,Toxic
ms and xbox suck real life moslem dicks.,Toxic,Toxic
muzzies are goathumpers and wifebeaters fuck every muzzie and the religion of piss i d be happy if we nuked every muzzie country off the map.,Toxic,Toxic
allah loves rape theft tossing from buildings stoning dismemberment and building a mosque on top of the site of where someone else structure once stood he does not like swaddled dykes very much he can barely stand females.,Toxic,Toxic
nat geo trying to blame radical islam on anything but islam and the show is less than a minute in.,Toxic,Toxic
what a giant nigger fag you are scotty.,Toxic,Toxic
death to niggers death to monkey ape kike shit lickers.,Toxic,Toxic
currently in an area of bk full of jews who would not help me even if i was shot point blank in front of them.,Toxic,Toxic
blackpill they are still having babies someone call bill gates operation sterilize the beaners has failed.,Toxic,Toxic
on a related note i challenge anyone to find a picture of a negroid or spic having created such a lovely structure as that sand castle does not exist can not be done it not a big thing that gets us here it the number million little things that burst the dam.,Toxic,Toxic
user user where as her bud adolf would have let his nazi nationalist make her into a lampshade.,Toxic,Toxic
sometimes you can just tell a woman is a real woman she makes it a point that it is not the nature of women to bitch about most anything in order to be a woman.,Toxic,Toxic
honesty is the best policy unless you have a muzzy go off the rails just does not jive with social justice warriors snowglobe.,Toxic,Toxic
when kikes were living in the ghetto instead of running the show.,Toxic,Toxic
buddy you can be around niggers and kikes without fucking them it pretty easy actually most people manage it every day.,Toxic,Toxic
user go back to papistan you jihadi.,Toxic,Toxic
teaching men not to rape is a meme that pisses me off and it has some women so scared of men they think they are going to be gang raped at any moment at any place.,Toxic,Toxic
jesus fucking christ you are dumb the white population is at number and falling owing to immigration sad dumb clueless boomer.,Toxic,Toxic
a few months ago i said that anti semitism doesnt exists naming a group of people is a branch of social sciences called sociology well jews are at war with social sciences now you simply cant name them.,Toxic,Toxic
iq matters you virtue signalling twat while you are lecturing on the precise definition of racism niggers wetbacks and muzzies are planning how to rape your daughter and steal your house.,Toxic,Toxic
ditto trump has been kissing kike ass since he got in office i will take nehlen anyday.,Toxic,Toxic
i invite son of bitch mole to hop in the helicopter one way trip to hell god bless.,Toxic,Toxic
if you ever need surgery i would advise you to cover up your tattoo with some sort of product unless you know the person operating on you is pro white because is your tattoo worth some kike doctor deciding to commit malpractice to cleanse the world of evil nazis.,Toxic,Toxic
whoopi goldberk aka caryn johnson is a stupid nigger with no brain.,Toxic,Toxic
user yup a lot of these black people are retarded trying to be like these white cave men.,Toxic,Toxic
is it ok to ban all non whites and sodimites from a business now too how about those freaky dyke chicks with purple hair and number gorillion tattoos or how about antifa can we ban them.,Toxic,Toxic
coon cheese holy gawds the progressives here would melt in the grocery aisle.,Toxic,Toxic
user must be the niggers who made fun of lit kids surely it karma.,Toxic,Toxic
i do not moozlim shitty hands on my food fuck tyson and starbucks.,Toxic,Toxic
gettin real tired being constantly told how stupid americans are you think you are any better with these sand niggers replacing you hell at least we had the sense to not let them in faggots or at least not by the boatloads.,Toxic,Toxic
i guess i get complacent and forget not everyone lives in florida or has heard their names most anyone i talk to in a real life situation knows of them of course most anyone i talk to here is in agreement where liberals rats and muzzies are concerned.,Toxic,Toxic
fuck congress he should be dictator the jews would run scared shitless to mexico.,Toxic,Toxic
user while jewish involvement is undeniable muslims are the ones who are actually raping and murdering across europe do not get me wrong oven the jews too but my hatred of muslims will always be greater and more personal.,Toxic,Toxic
yall bitches wanna starting acting up when the ice nd shit hit the ground bitch catch me in my basement.,Toxic,Toxic
yeah about what i d expect from someone using a kike term for his username fraudian psychology stay go finger your own asshole whatever it takes to get you off there princess virtue sniveling at me is not going to earn you good boy points.,Toxic,Toxic
lmao full retard once trump does number small limited thing you do not like because you are a fucking dumb monkey that does not understand why he did it.,Toxic,Toxic
people do not know who tyler is just say you hate niggers and go.,Toxic,Toxic
did these niggers evo ko and ola join forex.,Toxic,Toxic
fucking arabs and muslims hate dogs say they are dirty etc some even treat their stinky women better than a dog.,Toxic,Toxic
he wants israel to remain purely jewish yet doesnt care if america turns all black is a homo who opposed trump all election likely stills do he a fag.,Toxic,Toxic
nah if you do that then we need to put all the statues in museums fuck this selective persecution horse shit if some scuzzy kike commie faggot emo antifa tries to damage our statues then it should be a number felony and they do number years or more.,Toxic,Toxic
so yes you are still stupid faggots.,Toxic,Toxic
what are the chances lounging means nick the spic preaching a catholic sermon while you suck chipotle sauce from his ass.,Toxic,Toxic
jewish denials are worthless when the head of israel government fails to adequately protect women from sex criminals even in his own inner circle it is sad but not surprising when israeli children even pre pubescent ones fall victim to sexual predators such as in the shmuel case.,Toxic,Toxic
with all of the new followers i just want to remind you that all nazis should die.,Toxic,Toxic
shitskin indian with a mudshark wife wants to invite socialist niggers into our home i have heard this story before ends badly much ugliness.,Toxic,Toxic
macron is a fucking idiot mangina cuck his teacher raped him as a teen and he married the old bat  rd world migrants are retarded feral morons what else can you expect from them but violence and freeloading.,Toxic,Toxic
jew wetback cruz into isis under islam the only way a moslem that has gay adult sex can get into paradise is to kill infidels he gets all the infidels he kills as slaves in the afterlife according to the koran.,Toxic,Toxic
good morning nazi faggot what happened last night party night hope your buddy used a condom user not really lol.,Toxic,Toxic
keep your mind on the real face of racism the war on whites rise up and unite my brothers as others have taken up violence against you.,Toxic,Toxic
user aint he bisexual an lgbt king of gays even his mind.,Toxic,Toxic
what is the favorite music key of niggers the key of c.,Toxic,Toxic
my relatives were raped and murdered by inbred schizoid kike vermin in the bolshevik revolution every drop of evil spawn of satan kike blood will be exterminated from the earth as a promise to my ancestors.,Toxic,Toxic
a god dam kike only thinks about sucking babydicks and making believe they holy.,Toxic,Toxic
are you denying the jim crow democrats created the ghetto plantation they have coaxed the black demographic onto with governmental aide are you denying the schools in these areas are lacking far behind other school districts due to their horrible policies are you denying segregation was created by jim crow democrats.,Toxic,Toxic
dis obey the sand niggers would.,Toxic,Toxic
aww how sad lol number your short comment is riddled with grammatical errors your misuse of commas alone is hysterically funny number i have never gotten any free anything from the government number as a white trash racist nazi i doubt you can say the same.,Toxic,Toxic
these number are some of those who are leading the white national revolution and exposing the elitist agenda to rape europe and canada with sand niggers we will rise and we will push islam and sand niggers back to the nigger sand hell from where it came.,Toxic,Toxic
hey twitter you enormous fags do not you have more problems than anime posting weebs to worry about your problem should be the actual terrorists and maybe the kangz how about you ban some of those faggots instead.,Toxic,Toxic
your sisters suck white dick for money and not even white hookers will fuck you being a nigger must be terrible.,Toxic,Toxic
look who introduced theresa may to phillip may always a connection as to why paki muslims have raped with impunity gs protects the grooming gangs that why tommy robinson has been imprisoned always a link.,Toxic,Toxic
stop being gay.,Toxic,Toxic
bcz of this primitive oboon not even one nigger ever would win anything in gov top seat and it should be stopped in lower seats too that yid ape is the worse what can ever be happed to the us.,Toxic,Toxic
